1745, 2.28122
1750, 2.12132
1755, 1.94834
1760, 1.76336
1765, 1.5675
1770, 1.36197
1775, 1.14805
1780, 0.927051
1785, 0.700336
1790, 0.469303
1795, 0.235377
1800, 3.30655e-15
